
Runs,SC Level,Mean
26,0,3.019738342231849e-02 

Runs,SC Level,Mean
131,1,3.653231484997504e-02 

Runs,SC Level,Mean
396,2,3.709912543723903e-02 

Runs,SC Level,Mean
1001,3,3.712741597632932e-02 

Runs,SC Level,Mean
2206,4,3.712781718562302e-02 

Runs,SC Level,Mean
4431,5,3.712782013516981e-02 

Runs,SC Level,Mean
8216,6,3.712782014892423e-02 

Runs,SC Level,Mean
14381,7,3.712782014897023e-02 

Runs,SC Level,Mean
23826,8,3.712782014897349e-02 
