
Runs,SC Level,Mean
6,0,3.019738342231849e-02 

Runs,SC Level,Mean
11,1,3.653231484997511e-02 

Runs,SC Level,Mean
16,2,3.656753823801894e-02 

Runs,SC Level,Mean
21,3,3.656761362093527e-02 

Runs,SC Level,Mean
26,4,3.656761370631489e-02 

Runs,SC Level,Mean
31,5,3.656761370637478e-02 

Runs,SC Level,Mean
36,6,3.656761370637478e-02 

Runs,SC Level,Mean
41,7,3.656761370637478e-02 

Runs,SC Level,Mean
46,8,3.656761370637485e-02 

Runs,SC Level,Mean
51,9,3.656761370637488e-02 
