
Runs,SC Level,Mean
32,0,2.510999155743982e-08 

Runs,SC Level,Mean
187,1,1.802330471167561e-07 

Runs,SC Level,Mean
662,2,5.855498305167804e-07 

Runs,SC Level,Mean
1927,3,1.169000751409695e-06 

Runs,SC Level,Mean
4912,4,1.676416807176108e-06 

Runs,SC Level,Mean
11399,5,1.954634765853855e-06 

Runs,SC Level,Mean
24534,6,2.054454359770560e-06 

Runs,SC Level,Mean
49859,7,2.079270344615106e-06 

Runs,SC Level,Mean
96304,8,2.083777160730881e-06 
