
Runs,SC Level,Mean
121,0,3.019738342231849e-02 

Runs,SC Level,Mean
556,1,3.229604252406690e-02 

Runs,SC Level,Mean
1411,2,3.236540270778997e-02 

Runs,SC Level,Mean
3106,3,3.236548705436240e-02 

Runs,SC Level,Mean
5641,4,3.236548710034712e-02 

Runs,SC Level,Mean
9436,5,3.236548710036752e-02 

Runs,SC Level,Mean
14491,6,3.236548710036692e-02 

Runs,SC Level,Mean
21226,7,3.236548710036515e-02 

Runs,SC Level,Mean
29641,8,3.236548710036520e-02 
