
Runs,SC Level,Mean
16,0,3.019738342231849e-02 

Runs,SC Level,Mean
31,1,3.229604252406675e-02 

Runs,SC Level,Mean
46,2,3.229733811259711e-02 

Runs,SC Level,Mean
61,3,3.229733842102706e-02 

Runs,SC Level,Mean
76,4,3.229733842106583e-02 

Runs,SC Level,Mean
91,5,3.229733842106583e-02 

Runs,SC Level,Mean
106,6,3.229733842106578e-02 

Runs,SC Level,Mean
121,7,3.229733842106583e-02 

Runs,SC Level,Mean
136,8,3.229733842106589e-02 
