
Runs,SC Level,Mean
176,0,3.019738342231849e-02 

Runs,SC Level,Mean
1086,1,3.334840903228595e-02 

Runs,SC Level,Mean
3616,2,3.350074730320209e-02 

Runs,SC Level,Mean
9626,3,3.350527790206904e-02 

Runs,SC Level,Mean
22236,4,3.350529556685312e-02 

Runs,SC Level,Mean
46186,5,3.350529560023764e-02 
