
Runs,SC Level,Mean
11,0,3.019738342231849e-02 

Runs,SC Level,Mean
21,1,3.334840903228769e-02 

Runs,SC Level,Mean
31,2,3.335278636847108e-02 

Runs,SC Level,Mean
41,3,3.335278871272708e-02 

Runs,SC Level,Mean
51,4,3.335278871339138e-02 

Runs,SC Level,Mean
61,5,3.335278871339155e-02 

Runs,SC Level,Mean
71,6,3.335278871339144e-02 
